"","Var1","Freq"
"139","Antaeotricha_Janzen230",1
"140","Anthela_inornata",1
"141","Anthela_sp._ANIC6",1
"142","Antheraea_frithi",2
"143","Anticarsia_irrorata",10
"144","Antichloris_viridis",1062
"145","Antoculeora_ornatissima",72
"146","Anycles_adusta",1
"147","Apallaga",2
"148","Apamea_amputatrix",8
"149","Apamea_auranticolor",91
"150","Apamea_devastator",1
"151","Apamea_geminimacula",4
"152","Apamea_lateritia",4
"153","Apamea_lignicolora",8
"154","Apamea_sora",202
"155","Apamea_sublustris",99
"156","Apamea_tahoeensis",52
"157","Apamea_unita",26
"158","Aphilopota_sp._SH01",6
"159","Aphyle_abdominalis",9
"160","Aplectoides_condita",7
"161","Aplocera_simpliciata",20
"162","Aplogompha_opulenta",1
"163","Apodemia_mormo",10
"164","Apodrepanulatrix_liberaria",1
"165","Apogeshna_stenialisDHJ02",14
"166","Apterogenum_ypsillon",2
"167","Arachnida",80
"168","Archiearis_parthenias",3
"169","Archips_cerasivorana",247
"170","Archips_fervidana",85
"171","Archips_magnoliana",4
"172","Archips_purpurana",3
"173","Archon_apollinus",18
"174","Arctia_caja",74
"175","Arctia_caja_americana",2
"176","Arctia_flavia",63
"177","Arctia_menetriesii",1
"178","Arctia_romanovi",3
"179","Arctia_souliei",26
"180","Arctiinae",250
"181","ArctiinaeGEN_sp._JAT06",1
"182","Ardozyga_arganthes",1
"183","Ardozyga_desmatra",2
"184","Ardozyga_sodalisella",2
"185","Ardozyga_sp._ANIC11",1
"186","Argentostiria_koebelei",3
"187","Argidia_Poole05DHJ01",195
"188","Argidia_Poole05DHJ02",35
"189","Argidia_wedelina",29
"190","Argyroploce_aquilonana",7
"191","Argyrosticta_aurifundens",20
"192","Argyrosticta_eubotes",2
"193","Argyrosticta_meres",4640
"194","Argyrosticta_scionePoole03",21
"195","Argyrotaenia_BioLep04",20
"196","Arhodia_lasiocamparia",3
"197","Arichanna_perimelaina",4768
"198","Aristotelia_macrothecta",2
"199","Arthropoda",112
"200","Arugisa_BioLep84",6
"201","Asota_eusemioides",292
"202","Asota_heliconia",23
"203","Asota_orbona",2
"204","Asota_speciosa",2
"205","Aspitates_gilvaria",1
"206","Aspitates_sp._1_RKC-2020",1
"207","Asura_cervicalis",1
"208","Atelosticha_phaedrella",3
"209","Atheropla_decaspila",2
"210","Atheropla_sp._ANIC1",5
"211","Athetis_tenuis",96
"212","Athrips_mesoleuca",2
"213","Atrytonopsis_python",2
"214","Auratonota_auranticaDHJ02",14
"215","Autoba_quadrapex",9
"216","Autoba_silicula",7
"217","Autographa",4785
"218","Autographa_californica",2
"219","Autographa_gamma",12151
"220","Automeris_castrensis",12
"221","Automeris_celata",33
"222","Automeris_celataICHG03",3
"223","Automeris_celataICHG04",12
"224","Automeris_cinctistriga",1
"225","Automeris_fieldi",2
"226","Automeris_innoxia",2
"227","Automeris_macphaili",56
"228","Automeris_montezuma",2
"229","Automeris_pallidior",1
"230","Automeris_paracelata",36
"231","Automeris_pomifera",4
"232","Automeris_praemargaritae",1
"233","Automeris_stumpei",5
"234","Axylia",2
"235","Axylia_cinerosa",45
"236","Axylia_putris",16
"237","Axylia_strigibasis",651
"238","Bactra_lancealana",3
"239","Bagisara_brouana",10
"240","Bagisara_Poole01",6
"241","Bagisara_rectifascia",24
"242","Balacra_rattrayi",1
"243","Baniana_veluticollis",2
"244","Baradesa_omissa",59
"245","Baritius_acuminata",53
"246","Baritius_eleutheroides",2
"247","Baritius_maribellealvarezae",2
"248","Baronia_brevicornis",446
"249","Bastilla_hicanora",2
"250","Bastilla_purpurata",115
"251","Batocnema_coquerelii_coquerelii",1
"252","Batrachedridae",3
"253","Bertholdia_soror",16
"254","Bertula_delosticha",4
"255","Biclonuncaria_Janzen346",122
"256","Biclonuncaria_Janzen347",814
"257","Biston_suppressaria",1
"258","Blenina_lichenosa",4
"259","Bleptina_inferior",1
"260","Bocula_odontosema",1
"261","Bombyx_mandarina",48
"262","Bombyx_mori",39
"263","Bombyx_mori_Backokjam",2
"264","Bonatea_duciataDHJ03",53
"265","Bosara",1
"266","Bradina_perlucidalis",3
"267","Bradina_tormentifera",6
"268","Brevipecten_captata",15
"269","Brithysana_speyeri",4
"270","Bryophila_ereptricula",9
"271","Burnsius_notatus_notatus",3
"272","Burnsius_notatus_valdiviana",3
"273","Cabera_limbata",25
"274","Calamidia_hirta",3
"275","Calesia",90
"276","Callidrepana_saucia",4
"277","Callinola_bifiliferata",2622
"278","Callinola_BioLep357",6
"279","Callinola_leudostola",5017
"280","Callopistria",34
"281","Callopistria_dapsilis",24
"282","Callopistria_fimbripes",1
"283","Camptogramma_bilineatum",2
"284","Capsula_sparganii",4
"285","Capua",113
"286","Capua_deuterastis",124
"287","Caradrina",3
"288","Caradrina_aspersa",4
"289","Caradrina_beta",53
"290","Caradrina_camina",2119
"291","Caradrina_distinctoides",8
"292","Caradrina_flavirena",83
"293","Caradrina_fuscicornis",8
"294","Caradrina_ingrata",2
"295","Caradrina_kadenii",2034
"296","Caradrina_levantina",4
"297","Caradrina_meralis",7
"298","Caradrina_morpheus",8
"299","Caradrina_selini",100
"300","Caradrina_sp.",3
"301","Caripeta_divisata",2
"302","Carpatolechia_decorella",20
"303","Carpatolechia_fugitivella",8
"304","Carthaea_saturnioides",4
"305","Casbia_eremias",125
"306","Casbia_glaucochroa",57
"307","Casbia_rectaria",75
"308","Casbia_rhodoptila",109
"309","Catarhoe_cuculata",2
"310","Catephia_compsotrephes",1
"311","Catocala",4
"312","Catocala_amica",857
"313","Catocala_consors",154
"314","Catocala_desdemona",10
"315","Catocala_epione",200
"316","Catocala_flavescens",7
"317","Catocala_jair",611
"318","Catocala_lineella",1723
"319","Catocala_marmorata",7
"320","Catocala_n._sp._Schweitzer",191
"321","Catocala_nupta",5
"322","Catocala_seiohbo",2
"323","Catocala_sp.",74
"324","Catocala_ultronia",1
"325","Catocala_unijuga",7
"326","Cautethia_noctuiformis_bredini",9
"327","Celypha_cespitana",25
"328","Celypha_flavipalpana",1
"329","Cephalospargeta_elongata",7
"330","Cerastis_leucographa",1667
"331","Cerastis_salicarum",8
"332","Ceromacra_tymber",4
"333","Certima_nubilata",1
"334","Certima_planariaAH02Ec",1
"335","Chadisrochroa_zabena",27
"336","Chalcocelis_albiguttatus",2
"337","Chaograptis_sp._ANIC1",1
"338","Charanyca_ferruginea",156
"339","Charissa_vanensis",6
"340","Chelis_hauensteini",2
"341","Chelis_kindermanni",2
"342","Chesiadodes_polingi",6
"343","Chiasmia",3
"344","Chiasmia_fuscataria",2
"345","Chiasmia_paucimacula",2
"346","Chilodes_maritima",17
"347","Chilodes_maritimus",1
"348","Chloroclystis",4
"349","Chlosyne_costaricensisDHJ01",2
"350","Chlosyne_costaricensisICG01",6
"351","Chlosyne_ezra",4
"352","Choephora_fungorum",1203
"353","Choristoneura_fumiferana",68
"354","Choristoneura_murinana",2
"355","Chrysanympha_formosa",23
"356","Chrysostola_moza",452
"357","Chytolita",8
"358","Chytolita_morbidalis",11151
"359","Chytolita_petrealis",137
"360","Chytolita_sp._1",1997
"361","Chytonidia_Poole02",88
"362","Ciampa_chordota",10
"363","Cicia_nettia",3
"364","Cinglis_andalusiaria",3
"365","Cirrhochrista",1
"366","Cirrhochrista_arcusalis",28
"367","Cirrhochrista_perbrunnaelis",1
"368","Cisthene_opulentana",2
"369","Citheronula_maranhensis",21
"370","Citioica_homoea",7
"371","Clemensia_BioLep702",33
"372","Clemensia_brunneomedia",92
"373","Clepsis_BioLep108",73
"374","Clepsis_BioLep72",44
"375","Clepsis_melaleucanus",4
"376","Clepsis_peritana",4277
"377","Clepsis_persicana",14
"378","Clepsis_spectrana",8
"379","Clystea_newspeciesBE01",662
"380","Cobubatha_metaspilaris",3
"381","Cochylina_BioLep86",158
"382","Coesyra1_stipulata",3
"383","Coiffaitarctia_steniptera",2
"384","Coleophora",1
"385","Coleophora_borea",6
"386","Coleophora_coronillae",7
"387","Coleoptera",1
"388","Collomena_filifera",65
"389","Collomena_Poole04",123
"390","Colomychus_talis",4
"391","Composia_fidelissima",100
"392","Conchylis_tasmaniana",1
"393","Conchylis_vacuana",85
"394","Condica_sublucens",16
"395","Copablepharon_alaskensis",180
"396","Copablepharon_albisericea",3
"397","Copablepharon_atrinotum",2
"398","Copablepharon_columbia",6
"399","Copablepharon_fuscum",2
"400","Copablepharon_gillaspyi",6
"401","Copablepharon_grandis",1
"402","Copablepharon_longipenne",463
"403","Copablepharon_longipenne_serraticornis",188
"404","Copablepharon_michiganensis",1
"405","Copablepharon_mustelini",153
"406","Copablepharon_mutans",10
"407","Copablepharon_nevada",7
"408","Copablepharon_pictum",294
"409","Copablepharon_robertsoni",12
"410","Copablepharon_serrata",6
"411","Copablepharon_serratigrande",95
"412","Copablepharon_sp.",93
"413","Copablepharon_spiritum_group",3
"414","Copaxa_rufstralica",74
"415","Correbidia_BioLep02",1
"416","Cosmaresta_niphias",2
"417","Cosmia_restituta",1
"418","cosmoMalaise01_Malaise8930",2
"419","Cosmopterigidae",2
"420","Cosmopterix",3
"421","Cosmopterix_gemmiferella",1
"422","Crambidae",28
"423","crambidBioLep01_BioLep68",133
"424","Crassa_tinctella",3
"425","Crimona_pallimedia",36
"426","Crocidosema_BioLep172",7
"427","Crocidosema_plebejana",283
"428","Cryphia_PK06",1
"429","Cryptocala_acadiensis",13
"430","Ctenoplusia",50
"431","Ctenoplusia_adiaphora",94
"432","Ctenoplusia_chillagoes",3
"433","Ctenoplusia_furcifera",3
"434","Cucullia_asteris",3
"435","Cucullia_asteroides",10
"436","Cucullia_astigma",5
"437","Cucullia_campanulae",3
"438","Cucullia_intermedia",234
"439","Cucullia_luna",4
"440","Cucullia_montanae",1
"441","Cucullia_pulla",3
"442","Cucullia_pustulata",1
"443","Cucullia_styx",2
"444","Cucullia_umbratica",37
"445","Cyana",390
"446","Cyana_determinata",2
"447","Cyana_flammeostrigata",30
"448","Cyana_meyricki",68
"449","Cyana_postflavida",5
"450","Cyana_pretoriae",2686
"451","Cyana_puella",25
"452","Cyana_rejecta",5
"453","Cyana_sp.",4
"454","Cyana_togoana",74
"455","Cyclomia_BioLep56",4
"456","Damias_sicciodes",11
"457","Dasygaster_epundoides",378
"458","Dasygaster_ligniplena",4
"459","Dasygaster_melambaphes",3
"460","Dasygaster_pammacha",6
"461","Datana",1
"462","Datana_ministra",1
"463","Decantha_borkhausenii",3
"464","Decantha_stonda",2
"465","Deinopa_Poole01",97
"466","Deltote_paloma",11
"467","Depressaria_albipunctella",15
"468","Depressaria_cinderella",3
"469","Depressaria_daucella",4
"470","Depressaria_floridella",10
"471","Depressariidae",2
"472","Diacme_mopsalisDHJ02",4
"473","Diathrausta_montana",1
"474","Dichagyris_celsicola",3
"475","Dichagyris_constanti",1
"476","Dichagyris_cyminopristes",3
"477","Dichagyris_dubitata",69
"478","Dichagyris_flammatra",4
"479","Dichagyris_forcipula",2
"480","Dichagyris_kyune",6
"481","Dichagyris_larga",3
"482","Dichagyris_lobato",288
"483","Dichagyris_madida",10
"484","Dichagyris_PK04",1
"485","Dichagyris_renigera",2
"486","Dichagyris_triphaenoides",14
"487","Dichelia_clarana",6
"488","Dichomeridinae",38
"489","Dichomeris_Janzen1568",6
"490","Dichromodes_explanata",2
"491","Dichrorampha_petiverella",2
"492","Dicymolomia_julianalis",2
"493","Diedra_wielgusi",15
"494","Digonodes",1
"495","Diptera",1
"496","Dirphia_docquinae",2
"497","Dirphia_sombrero",1
"498","Dissomorphia_australiaria",15
"499","Dolichosomastis_deois",1
"500","Drasteria_kabylaria",1
"501","Drobeta_Poole12",174
"502","Duessa_neothela",3
"503","Dyops_Poole04",10
"504","Dypterygia_dolens",39
"505","Dypterygia_ordinarius",21
"506","Dysdaemonia_panamana",2
"507","Dysodia_granulata",1
"508","Eacles_imperialis_cacicus",20
"509","Eacles_imperialis_magnifica",60
"510","Eacles_imperialis_quintanensis",4
"511","Eacles_imperialis_tucumana",1
"512","Eacles_imperialisDHJ01",22
"513","Eana_georgiella",4
"514","Eccopsis",5
"515","Eccopsis_wahlbergiana",1
"516","Eccoptocera_australis",1
"517","Ectopatria",2
"518","Ectropis",1
"519","Ectropis_AH01Ch",2
"520","Ectropis_sp.",1
"521","Eilema",3
"522","Eilema_auriflua",31
"523","Eilema_plana",108
"524","Eilema_sp._1_CHS2013",1
"525","elachBioLep01_BioLep1566",1
"526","elachBioLep01_BioLep350",4
"527","elachJanzen01_Janzen187",28
"528","Elaphria_barbarossa",1
"529","Elaphria_deltoides",6
"530","Elaphria_devara",35
"531","Elaphria_Poole02",7
"532","Elaphria_Poole24",5
"533","Elaphria_spAS3",2
"534","Elaphria_subobliqua",1
"535","Elasmia_schausi",23
"536","Elophila_interruptalis",6
"537","Elusa_ceneusalis",1
"538","Elymiotis_Janzen04",5
"539","Elymiotis_longara",71
"540","Emarginea_percara",96
"541","Enchesphora_sp._ANIC12",8
"542","Encruphion_leena",17
"543","Encruphion_Poole01",1269
"544","Ennominae",267
"545","Eochrois_epidesma",15
"546","Eochrois_sp._ANIC27",3
"547","Eois_ambarilla",1
"548","Eomichla",1
"549","Eomichla_hallwachsaeDHJ02",132
"550","Eomichla_hallwachsaeDHJ03",2
"551","Ephysteris_promptella",2
"552","Epiblema",3
"553","Epiblema_foenella",9
"554","Epiblema_otiosana",16
"555","Epiblema_scutulana",4
"556","Epilecta_linogrisea",8
"557","Epimecis",1
"558","Epimecis_puellaria",1
"559","Epinotia",73
"560","Epinotia_absconditana",3
"561","Epinotia_dalmatana",1
"562","Epinotia_emarginana",58
"563","Epinotia_granitana",2
"564","Epinotia_nigralbana",80
"565","Epinotia_nigralbanoidana",160
"566","Epiphora_atbarina",8
"567","Epiphora_bauhiniae",132
"568","Epiphora_bauhiniae_sudanica",4
"569","Epiphora_lugardi",340
"570","Epiphora_schultzei",4
"571","Epipleminae",3
"572","Epirranthis_diversata",17
"573","Episcepsis_BioLep03",12
"574","Episimus_Brown163",8
"575","Erastrifacies_schedocala",102
"576","Erebidae",218
"577","Erebinae",1
"578","Erebus_sp._2-RJB",1
"579","ereJanzen01_Janzen7454",4
"580","Eressa_angustipenna",8
"581","Eressa_megatorna",53
"582","Eressa_rhysoptila",53
"583","Ericeia_sobria",5
"584","Ericodesma_concordana",1
"585","Eriopyga_Poole01",13
"586","Eriopyga_sp.",1
"587","Erynnis_montanus",6
"588","Ethmia_baja",1
"589","Ethmia_hammella",116
"590","Ethmia_laphamorum",112
"591","Euaontia_clarki",119
"592","Eubaphe_mendica",52
"593","Eubaphe_meridiana",6
"594","Eubaphe_unicolor",38
"595","Eublemma_saturata",22
"596","Eucereon_sp._9YB",146
"597","Euceriodes_cf._wernickei",2
"598","Euceriodes_wernickei_sp._MMZ01",4
"599","Euchaetis",18
"600","Euchaetis_inceptella",3
"601","Euchaetis_sp._ANIC22",14
"602","Euchaetis_sp._ANIC47",1
"603","Euclea_zygia",19
"604","Euclidia_mi",3
"605","Eucoptocnemis",244
"606","Eucoptocnemis_dapsilis",502
"607","Eucoptocnemis_dollii",114
"608","Eucoptocnemis_elingua",90
"609","Eucosma",2
"610","Eucosma_apacheana",2
"611","Eucosma_gomonana",2
"612","Eucosma_marmontana",2
"613","Eucosma_parmatana",22
"614","Eucrostes_disparata",2
"615","Eudesmia_arida",10
"616","Eudrepanulatrix",19
"617","Eudrepanulatrix_rectifascia",2
"618","Eueretagrotis_perattentus",22
"619","Eugatha_thermochroa",1
"620","Eugnorisma_glareosa",4347
"621","Eulechria_drosocapna",4
"622","Eulechria_lunata",1
"623","Eulechria_platyrrhabda",3
"624","Eulechria_sp._ANIC33",6
"625","Eulechria_sp._ANIC44",1
"626","Eulechria_sp._ANIC63",20
"627","Eulechria_suffusa",2
"628","Eulepidotis_guttata",9
"629","Eulepidotis_stigmastica",9
"630","Eulepte_Solis15",632
"631","Euphyia_adumbraria",12
"632","Euphyia_biangulata",58
"633","Euphyia_frustata",10
"634","Euphyia_frustata_fulvocinctata",24
"635","Euphyia_intermediata",56
"636","Euphyia_porraceata",11
"637","Euphyia_psyra",1
"638","Euphyia_unangulata",256
"639","Eupithecia",32
"640","Eupithecia_AH01SA",70
"641","Eupithecia_BioLep230",205
"642","Eupithecia_ultimaria",5
"643","Euplagia_quadripunctaria",200
"644","Euplagia_splendidior",2
"645","Euproctis_cryptosticta",1
"646","Euproctis_pseudoconspersa",1
"647","Eupselia_callidyas",3
"648","Eurhythma_polyzelota",1
"649","Eurois_occulta",88
"650","Eurypsyche_lewinii",120
"651","Eurysacca_melanocampa",12
"652","Eurysacca_quinoae",9
"653","Eusarca_cramerariaDHJ07",92
"654","Eusarca_Janzen02",3
"655","Eusarca_sp.",2
"656","Eustrotiinae",2
"657","Eutamsia_nr._consummata",6
"658","Eutelia_abscondens",6
"659","Eutelia_adulatricoides",4
"660","Eutelia_apithana",19
"661","Eutelia_auratrix",15
"662","Eutelia_furcata",2
"663","Eutelia_levequei",30
"664","Eutelia_pulcherrimus",4
"665","Eutelia_sp._1",1
"666","Euthyone_grisescens",42
"667","Euxoa_adumbrata",2
"668","Euxoa_albiorbis",8
"669","Euxoa_aquilina",4
"670","Euxoa_atristrigata",4
"671","Euxoa_auxiliaris",1
"672","Euxoa_biformata",1
"673","Euxoa_difformis",5
"674","Euxoa_edictalis",4
"675","Euxoa_hollemani",6
"676","Euxoa_mimallonis",4
"677","Euxoa_obelisca",3
"678","Euxoa_ochrogaster",3
"679","Euxoa_quadridentata",1038
"680","Euxoa_satis",3
"681","Euxoa_scotogrammoides",4
"682","Euxoa_shasta",3
"683","Euxoa_sp.",3
"684","Euxoa_tristicula",2
"685","Euxoa_xasta",2
"686","Evippe",25
"687","Exaeretia_canella",46
"688","Faculta",3
"689","Falseuncaria_degreyana",9
"690","Fascionycta_luteipennis",18
"691","Feltia_beringiana",1
"692","Feltia_boreana",1
"693","Feltia_herilis",111
"694","Feltia_jaculifera",14
"695","Feltia_repleta",40
"696","Feltia_subgothica",38
"697","Feltia_tricosa",61
"698","Feltia_troubridgei",1
"699","Feltia_woodiana",2
"700","Fodina_contigua",9
"701","Fodina_ostorius",5
"702","Fodina_stola",10
"703","Gamelia",1
"704","Gamelia_abahiana",2
"705","Gamelia_abas",5
"706","Gamelia_amadargei",8
"707","Gamelia_juniettei",15
"708","Gamelia_paraensis",75
"709","Gamelia_rindgei",2
"710","Gamelia_sanmartiniana",23
"711","Gamelia_septentrionalis",29
"712","Gamelia_sp.",4
"713","Gamelia_tamarae",1
"714","Gamelia_viettei",5
"715","Garrha_phoenopis",12
"716","Garrha_platyporphyra",30
"717","Garrha_sincerella",4
"718","Gastrinopa_sp._ANIC5",2
"719","gelBioLep01_BioLep1022",3
"720","gelBioLep01_BioLep161",4
"721","gelBioLep01_BioLep530",2
"722","gelBioLep01_BioLep736",1
"723","geleBioLep01_BioLep1646",3
"724","Gelechiidae",216
"725","Gelechiinae",4
"726","gelJanzen01_Janzen01",3
"727","gelJanzen01_Janzen1053",59
"728","gelJanzen01_Janzen379",4
"729","gelJanzen01_Janzen6112",1
"730","gelJanzen01_Janzen748",3
"731","gelJanzen01_Janzen806",20
"732","Geometridae",15
"733","Gesonia_obeditalis",18
"734","Glaucina",4
"735","Globia_sparganii",17
"736","Glycythyma_chrysorycta",1
"737","Glyphipterix",2
"738","Glyphipterix_meteora",1
"739","Glyphodes_apiospila",25
"740","Glyphodes_flavizonalis",24
"741","Glyphodes_onychinalis",1
"742","Glyphodes_stolalis",3
"743","Gnamptonychia_ventralis",8
"744","Gnorimoschema_altaica",12
"745","Gondysia_Poole02",23
"746","Goniapteryx_servia",4
"747","Gonodonta_janzen",1
"748","Gonodonta_latimacula",55
"749","Gonodonta_lincus",218
"750","Gonodonta_nitidimacula",398
"751","Gonodonta_sicheas",368
"752","Gonodonta_sinaldusDHJ01",336
"753","Gonodonta_sinaldusDHJ12",7
"754","Goodgeria_querula",1
"755","Gorgone_umbrigensDHJ02",5
"756","Grammia_philipiana",4
"757","Grapholita_molesta",70
"758","GrapholitiniGEN_sp._JB9",1
"759","Grotella_vauriae",1
"760","Gymnoscelis_lophopus",6
"761","Gymnoscelis_rufifasciata",23
"762","Gypsonoma",1
"763","Gypsonoma_fasciolana",1
"764","Gypsonoma_nitidulana",10
"765","Gypsonoma_salicicolana",12
"766","Gypsonoma_sp.",2
"767","Habrosyne_scripta",27
"768","Hadenini",19
"769","Halysidota_BioLep02",58
"770","Halysidota_fuliginosa",5
"771","Halysidota_orientalis",156
"772","Halysidota_pectenella",3
"773","Halysidota_schausi",6
"774","Halysidota_sp.",33
"775","Halysidota_tucumanicola",5
"776","Halysidota_underwoodi",4
"777","Hampsonodes_mastoides",73
"778","Hampsonodes_naevia",147
"779","Hampsonodes_orbica",31
"780","Hampsonodes_sp.CR3",10
"781","Heleanna_sp._AAI1933",36
"782","Heliopyrgus_domicella",1
"783","Heliopyrgus_domicella_domicella",1
"784","Heliopyrgus_domicella_margarita",1
"785","Heliopyrgus_domicellaDHJ01",6
"786","Heliopyrgus_domicellaDHJ02",14
"787","Hemiarcha_sp._ANIC4",1
"788","Hemicephalis_alesaDHJ02",2
"789","Hemiceras_beata",1
"790","Hemiceras_Chacon43",39
"791","Hemiceras_Chacon48",4
"792","Hemiceras_Chacon71",6
"793","Hemiceras_constellataICG02",164
"794","Hemiceras_Janzen07DHJ02",20
"795","Hemiceras_modestaDHJ01",74
"796","Hemiceras_nigricosta",14
"797","Hemiceras_vinicosta",10
"798","Hemiceras_zula",374
"799","Hemiptera",4
"800","Hemonia_micrommata",1
"801","Hemonia_pallida",2
"802","Herbita_sp.",5
"803","Herminia_tenuialis",2
"804","Herminiinae",181
"805","Herminocala_sabataDHJ01",146
"806","Herminodes",4
"807","Herminodes_BioLep6406",2
"808","Herminodes_sp.",2
"809","Hesperoptila_sp._ANIC4",1
"810","Heterochroma_beryllus",4
"811","Heterochroma_Poole06",1067
"812","Heterochyta_aprepta",100
"813","Heterostegane_nyassa",22
"814","Heteroteucha_anthodora",13
"815","Heteroteucha_sp._ANIC1",20
"816","Heterusia_quadruplicaria",4
"817","Hexorthodes_nipana",15
"818","Hexorthodes_senatoria",233
"819","Historis_dious",81
"820","Historis_odius",42
"821","Hofmannophila_pseudospretella",95
"822","Homoanarta_falcata",2
"823","Hoplodrina_ambigua",273
"824","Hoplodrina_blanda",41
"825","Hoplodrina_octogenaria",179
"826","Hoplodrina_respersa",28
"827","Hoplotarache_viridifera",9
"828","Horisme_brevifasciaria",12
"829","Hulstina_aridata",6
"830","Hulstina_xera",8
"831","Hyalella_azteca",1
"832","Hyaleucerea_morosa",6
"833","Hyaleucerea_morosaDHJ01",4
"834","Hydrillodes_funestalis",1
"835","Hydrillodes_sp.",1
"836","Hydriomena",1
"837","Hydriomena_crokeri",2
"838","Hydriomena_edenata",3
"839","Hydriomena_furcata",25
"840","Hylesia",168
"841","Hylesia_AMAZ01",31
"842","Hylesia_bouvereti",5
"843","Hylesia_falcifera",6
"844","Hylesia_frigida",36
"845","Hylesia_invidiosa",16
"846","Hylesia_invidiosaICHG01",35
"847","Hylesia_oratex",5
"848","Hylesia_pauper",27
"849","Hylesia_paupseptentridex",91
"850","Hylesia_remandex",15
