"","Var1","Freq"
"178","Bertholdia_soror",1
"179","Bertula_delosticha",1
"180","Biclonuncaria_Janzen346",2
"181","Biclonuncaria_Janzen347",17
"182","Biston_suppressaria",1
"183","Bombyx_mandarina",1
"184","Bradina_diagonalis",13
"185","Bradina_perlucidalis",2
"186","Bradina_tormentifera",2
"187","Bryophila_ereptricula",2
"188","Calesia",74
"189","Callidrepana_saucia",4
"190","Callinola_BioLep47",75
"191","Callinola_BioLep50",4
"192","Callinola_BioLep59",21
"193","Callinola_leudostola",235
"194","Callixena_viettei",1
"195","Callopistria",1
"196","Callopistria_dapsilis",6
"197","Capua",1
"198","Capua_deuterastis",1
"199","Caradrina_aspersa",1
"200","Caradrina_camina",7
"201","Caradrina_clavipalpis",1
"202","Caradrina_flavirena",98
"203","Caradrina_fuscicornis",8
"204","Caradrina_kadenii",2440
"205","Caradrina_levantina",4
"206","Caradrina_morpheus",8
"207","Caradrina_selini",100
"208","Caripeta_divisata",4
"209","Carpatolechia_decorella",19
"210","Casbia_eremias",2
"211","Casbia_glaucochroa",3
"212","Casbia_rhodoptila",2
"213","Catephia_compsotrephes",1
"214","Catocala_amica",36
"215","Catocala_consors",3
"216","Catocala_epione",44
"217","Catocala_jair",39
"218","Catocala_lineella",85
"219","Catocala_n._sp._Schweitzer",20
"220","Catocala_sp.",4
"221","Cerastis_enigmatica",9
"222","Cerastis_fishii",120
"223","Cerastis_leucographa",4000
"224","Cerastis_robertsoni",3
"225","Cerastis_rubricosa",9
"226","Cerastis_salicarum",915
"227","Charanyca_ferruginea",71
"228","Charissa_vanensis",3
"229","Chersotis_andereggii",4
"230","Chersotis_andreae",2
"231","Chersotis_cyrnea",10
"232","Chersotis_margaritacea",7
"233","Chersotis_multangula",31
"234","Chiasmia",1
"235","Chiasmia_paucimacula",1
"236","Chloantha_hyperici",5
"237","Choephora_fungorum",2898
"238","Chrysanympha_formosa",211
"239","Chrysopeleiinae",1
"240","Chrysostola_moza",47
"241","Chytolita_morbidalis",702
"242","Chytolita_petrealis",4
"243","Chytolita_sp._1",17
"244","Chytonidia_Poole02",64
"245","Cinglis_andalusiaria",1
"246","Cirphis_ebriosa",1
"247","Cirrhochrista_arcusalis",5
"248","Cissura_decora",30
"249","Cissura_plumbea",2
"250","Cissura_plumbea_excelsior",3
"251","Citheronula_maranhensis",3
"252","Citioica_homoea",7
"253","Clepsis_BioLep108",32
"254","Clepsis_peritana",1231
"255","Clystea_newspeciesBE01",65
"256","Cochylina_BioLep86",20
"257","Coleophora_benestrigatella",1
"258","Coleophora_JFL207",1
"259","Collomena_filifera",50
"260","Collomena_Poole04",100
"261","Comparmustilia_sphingiformis",2
"262","Composia_fidelissima",2
"263","Conchylis_vacuana",34
"264","Condica_parista",3
"265","Condica_sublucens",17
"266","Condica_temecula",3
"267","Condicinae",1
"268","Conisania_leineri",1
"269","Conisania_leineri_pomerana",1
"270","Conisania_poelli",4
"271","Conisania_poelli_poelli",1
"272","Conobrosis_acervata",1
"273","Copablepharon_alaskensis",4
"274","Copablepharon_gillaspyi",2
"275","Copablepharon_longipenne",10
"276","Copablepharon_longipenne_serraticornis",4
"277","Copablepharon_mustelini",4
"278","Copablepharon_nevada",2
"279","Copablepharon_pictum",5
"280","Copablepharon_serratigrande",2
"281","Copablepharon_sp.",2
"282","Corula_geometroides",1
"283","Cosmopterigidae",1
"284","Cosmopterix",1
"285","Crambidae",7
"286","Craniophora_phaeocosma",2
"287","Crimona_pallimedia",15
"288","Crocidosema_plebejana",26
"289","Cryptocala_acadiensis",31
"290","Ctenoplusia",7
"291","Ctenoplusia_adiaphora",17
"292","Cucullia_intermedia",105
"293","Cucullia_luna",11
"294","Cucullia_serraticornis",5
"295","Cucullia_umbratica",2
"296","Cyana",68
"297","Cyana_flammeostrigata",287
"298","Cyana_meyricki",13
"299","Cyana_postflavida",1
"300","Cyana_pretoriae",1070
"301","Cyana_puella",5
"302","Cyana_togoana",5
"303","Cyanopepla_arrogans",6
"304","Damias_sicciodes",4
"305","Daphnusa_fruhstorferi",1
"306","Daphnusa_fruhstorferi_fruhstorferi",3
"307","Dasygaster",5
"308","Dasygaster_epundoides",598
"309","Dasygaster_ligniplena",28
"310","Dasygaster_melambaphes",70
"311","Dasygaster_pammacha",142
"312","Dasygaster_sp._ANIC1",1
"313","Dasypolia_annemaria",6
"314","Delphyre_jansoni",4
"315","Depress01_phillipsEPR01",1
"316","Depressaria_albipunctella",8
"317","Depressaria_cinderella",9
"318","Depressariidae",2
"319","Diarsia",20
"320","Diarsia_esurialis",2
"321","Diarsia_rosaria_freemani",5
"322","Diarsia_rubifera",21
"323","Dichagyris_celsicola",9
"324","Dichagyris_forcipula",4
"325","Dichagyris_kyune",5
"326","Dichagyris_larga",7
"327","Dichagyris_lobato",12
"328","Dichagyris_madida",1
"329","Dichagyris_polycala",3
"330","Dichagyris_renigera",24
"331","Dichagyris_triphaenoides",14
"332","Dichrorampha_ligulana",2
"333","Dichrorampha_petiverella",3
"334","Diopa_creta",3
"335","Drobeta_Poole06",12
"336","Drobeta_Poole12",8
"337","Dypterygia_ordinarius",8
"338","Eacles_imperialisDHJ01",1
"339","Ectopatria",1
"340","Ectropis_AH01Ch",1
"341","Egira_conspicillaris",2
"342","Egira_curialis",5
"343","Egira_rubrica",1
"344","Eilema",5
"345","Eilema_plana",2
"346","elachBioLep01_BioLep350",14
"347","elachBioLep01_BioLep754",10
"348","elachJanzen01_Janzen187",7
"349","Elaphria_Poole25",60
"350","Electrophaes_corylata",1
"351","Elophila_icciusalis",15
"352","Elophila_interruptalis",8
"353","Elophila_nymphaeata",21
"354","Emarginea_percara",115
"355","Enargia_infumata",51
"356","Enargia_sp.",5
"357","Engelhardtia_ursina",1
"358","Ennominae",71
"359","Eochrois_sp._ANIC27",5
"360","Eois_BioLep198",3
"361","Eomichla_hallwachsaeDHJ02",2
"362","Epiblema_foenella",18
"363","Epidesma_ursula",6
"364","Epilecta_linogrisea",13
"365","Epinotia",3
"366","Epinotia_emarginana",1
"367","Epinotia_nigralbana",4
"368","Epinotia_nigralbanoidana",8
"369","Epiphora_atbarina",2
"370","Epiphora_bauhiniae",47
"371","Epiphora_bauhiniae_sudanica",1
"372","Epiphora_lugardi",89
"373","Epiphora_schultzei",1
"374","Epipleminae",1
"375","Epipsilia_grisescens",34
"376","Episcepsis_BioLep03",9
"377","Episteira_protima",3
"378","Epithymema_sp._ANIC4",2
"379","Erastrifacies_schedocala",100
"380","Erebidae",34
"381","erebidBioLep01_BioLep1342",2
"382","ereJanzen01_Janzen7454",4
"383","Eressa_angustipenna",1
"384","Eressa_megatorna",3
"385","Eressa_rhysoptila",3
"386","Ernassa_sp.",1
"387","Erynnis_brizo",2
"388","Erynnis_montanus",4
"389","Ethmia_clytodoxa",4
"390","Euamiana",4
"391","Euamiana_n._sp.",16
"392","Euaontia_clarki",7
"393","Eubaphe_mendica",5
"394","Eubaphe_meridiana",6
"395","Eubaphe_unicolor",19
"396","Eublemma_leucodesma",5
"397","Eublemma_saturata",3
"398","Eucereon_sp._9YB",15
"399","Euchaetis",1
"400","Eucoptocnemis",4
"401","Eucoptocnemis_dapsilis",342
"402","Eucoptocnemis_dollii",8
"403","Eucoptocnemis_elingua",278
"404","Eucosma_gomonana",1
"405","Eueretagrotis_attentus",464
"406","Eueretagrotis_perattentus",301
"407","Eueretagrotis_sigmoides",12
"408","Eugnorisma_glareosa",5804
"409","Eugraphe_sigma",1522
"410","Eulechria_drosocapna",11
"411","Eulechria_rhymodes",2
"412","Eulechria_sp._ANIC1",1
"413","Eulechria_sp._ANIC63",1
"414","Eulepidotis_stigmastica",3
"415","Eulepte_Solis15",38
"416","Euphyia_biangulata",8
"417","Euphyia_frustata_fulvocinctata",4
"418","Euphyia_intermediata",4
"419","Euphyia_porraceata",9
"420","Euphyia_unangulata",123
"421","Eupithecia_AH01SA",17
"422","Eupithecia_BioLep230",18
"423","Eupithecia_bohatschiAH01Ch",1
"424","Eupithecia_fernandi",1
"425","Euplagia_quadripunctaria",50
"426","Eupsilia_fringata",4
"427","Eupsilia_transversa",30
"428","Eurois_nigra",2
"429","Eurois_occulta",354
"430","Euros",2
"431","Euros_osticollis",5
"432","Eusarca_Janzen02",11
"433","Eutamsia_nr._consummata",3
"434","Eutelia_adulatricoides",1
"435","Eutelia_apithana",14
"436","Eutelia_auratrix",9
"437","Eutelia_biangulata",1
"438","Eutelia_BioLep08",3
"439","Eutelia_levequei",3
"440","Eutelia_pulcherrimus",2
"441","Euteliidae",4
"442","Eutricopis_nexilis",1
"443","Euxoa_albiorbis",17
"444","Euxoa_ochrogaster",2
"445","Euxootera_melanomera",4
"446","Exaeretia_canella",30
"447","Faculta",1
"448","Faronta_Poole01DHJ02",16
"449","Feltia_herilis",18
"450","Feltia_jaculifera",2
"451","Fergusonix_januaris",66
"452","Fodina_contigua",2
"453","Fodina_ostorius",24
"454","Galgula",4
"455","Galgula_partita",1
"456","Galgula_partita_PS1",3
"457","Gamelia_abahiana",8
"458","Gamelia_abas",2
"459","Gamelia_amadargei",4
"460","Gamelia_sanmartiniana",16
"461","Gamelia_septentrionalis",26
"462","Garrha_sp._ANIC16",4
"463","gelBioLep01_BioLep1022",2
"464","geleBioLep01_BioLep1646",1
"465","geleBioLep01_BioLep532",35
"466","Gelechiidae",176
"467","gelJanzen01_Janzen2632",5
"468","gelJanzen01_Janzen806",1
"469","Geometridae",6
"470","Gesonia_obeditalis",1
"471","Glena_nigricaria",20
"472","Gloanna_grisescens",1
"473","Glycythyma_chrysorycta",1
"474","Glyphodes_stolalis",3
"475","Gondysia_Poole02",6
"476","Gonodonta_fulvangula",1
"477","Gonodonta_immacula",2
"478","Gonodonta_latimacula",6
"479","Gonodonta_sicheas",3
"480","Gonodonta_sinaldusDHJ01",1
"481","Gonodonta_sitia",9
"482","Gonodonta_uxor",99
"483","Graphiphora_augur",6
"484","Grapholita_molesta",1
"485","Grotella_vauriae",7
"486","Gymnoscelis_lindbergi",1
"487","Gymnoscelis_rufifasciata",4
"488","Gyrtona_semicarbonalis",7
"489","Habrosyne_scripta",4
"490","Hadena_irregularis",11
"491","Hadena_perplexa",44
"492","Hadena_silenes",2
"493","Hadenini",15
"494","Hagnagora_clustimena",3
"495","Halysidota_BioLep02",24
"496","Hampsonodes_mastoides",81
"497","Hampsonodes_sp.",1
"498","Heleanna_sp._AAI1933",12
"499","Helicoverpa_armigera",3
"500","Helicoverpa_assulta",10
"501","Heliocheilus_canusina",1
"502","Heliolonche_carolus",2
"503","Heliothis_subflexa",6
"504","Hellula_undalis",1
"505","Helotropha_leucostigma",9
"506","Hemiceras_Chacon43",1
"507","Hemiceras_Chacon71",6
"508","Hemiceras_conspirataDHJ01",49
"509","Hemiceras_conspirataDHJ02",26
"510","Hemiptera",7
"511","Herminia_tarsipennalis",39
"512","Herminiinae",8
"513","Herminocala_sabataDHJ01",61
"514","Herminocala_sp.",1
"515","Herminocala_sp._CR1",1
"516","Heterochroma_beryllus",2
"517","Heterochroma_Poole06",50
"518","Heterochyta_aprepta",8
"519","Heterophysa_dumetorum",1
"520","Heteroteucha_anthodora",15
"521","Hexorthodes_jocosa",1
"522","Hexorthodes_senatoria",148
"523","Historis_dious",28
"524","Historis_odius",3
"525","Hofmannophila_pseudospretella",7
"526","Holcocera",1
"527","Homoanarta_falcata",4
"528","Homoglaea_californica",2
"529","Homoglaea_variegata",10
"530","Homona_auriga",1
"531","Homorthodes_new_sp.",4
"532","Homorthodes_reliqua",6
"533","Homorthodes_sp.",8
"534","Hoplodrina_ambigua",226
"535","Hoplodrina_blanda",91
"536","Hoplodrina_octogenaria",15
"537","Hoplodrina_respersa",7
"538","Hoplodrina_superstes",21
"539","Hydraecia_immanis",3
"540","Hydriomena",1
"541","Hydriomena_furcata",23
"542","Hylesia",92
"543","Hylesia_bouvereti",23
"544","Hylesia_coinopus",1
"545","Hylesia_compandex",5
"546","Hylesia_falcifera",1
"547","Hylesia_invidiosa",12
"548","Hylesia_invidiosaICHG01",22
"549","Hylesia_murexBR02",1
"550","Hylesia_pauper",4
"551","Hylesia_paupseptentridex",23
"552","Hylesia_remandex",17
"553","Hylesia_sp.",293
"554","Hymenia_perspectalis",1
"555","Hymenoptera",101
"556","Hypercompe_icasia",16
"557","Hypercompe_icasiaDHJ01",256
"558","Hypercompe_icasiaDHJ05",4
"559","Hyperthaema_coccinata",4
"560","Hyphantria_cunea",8
"561","Hypocoena_inquinata",2
"562","Hypomecis_intrusilinea",13
"563","Hypospila_creberrima",14
"564","Hypotrix",4
"565","Hypotrix_basistriga",1
"566","Hypotrix_carneigera",2
"567","Hypotrix_diplogramma",2
"568","Hypotrix_optima",1
"569","Hyppa_brunneicrista",1
"570","Hyppa_contrasta",59
"571","Hyppa_potamus",4
"572","Ianius_mosca",5
"573","Ichneutica_chlorodonta",1
"574","Ichneutica_insignis",2
"575","Ichneutica_nullifera",2
"576","Ichneutica_pelanodes",1
"577","Ichneutica_skelloni",2
"578","Idalus_Espinoza01",7
"579","Idalus_Espinoza01new",305
"580","Idalus_intermedia",8
"581","Idalus_lucaii",1
"582","Idia_calvaria",4
"583","Idia_diminuendis",4
"584","Idia_forbesii",6
"585","Idia_julia",99
"586","Idia_laurentii",19
"587","Idia_scobialis",25
"588","Imosca_megastigmata",1
"589","Inga_Janzen62",3
"590","Insecta",31
"591","Iscadia_mariva",5
"592","Isotenes_sp._ADC0762",3
"593","Lacanobia",5
"594","Lacanobia_amurensis",6
"595","Lacanobia_atlantica",1
"596","Lacanobia_oleracea",105
"597","Lacanobia_radix",3
"598","Lacanobia_suasa",26
"599","Lacanobia_w-latinum",382
"600","Lacinipolia",16
"601","Lacinipolia_martini",10
"602","Lacinipolia_palilis",8
"603","Lacinipolia_perfragilis",7
"604","Lacinipolia_sp.",32
"605","Lamproptera_meges",14
"606","Larentiinae",1
"607","Lascoria",39
"608","Lascoria_anxa",1
"609","Lascoria_BioLep2229",1
"610","Lascoria_leucorabdota",12
"611","Lascoria_Poole03",3
"612","Lascoria_Poole14",52
"613","Lepidoptera",18201
"614","Lesmone_detrahens",19
"615","Lesmone_griseipennis",16
"616","Leucanella_anikae",146
"617","Leucanella_contempta",4
"618","Leucanella_dh1",2
"619","Leucanella_evanschaycki",47
"620","Leucanella_gibbosa",59
"621","Leucanella_leucane",2
"622","Leucanella_lynx",2
"623","Leucanella_memusae",77
"624","Leucanella_nyctimene",4
"625","Leucanella_siriae",23
"626","Leucanella_viridescens_viridior",60
"627","Leucania",80
"628","Leucania_adjuta",2049
"629","Leucania_anteroclara",1350
"630","Leucania_atrinota",4
"631","Leucania_BioLep11",7
"632","Leucania_BioLep12",6
"633","Leucania_calidior",5
"634","Leucania_commoides",4315
"635","Leucania_cruegeri",59
"636","Leucania_cupreata",18
"637","Leucania_designata",4
"638","Leucania_dorsalis",1
"639","Leucania_elephas",3
"640","Leucania_exarans",4
"641","Leucania_farcta",89
"642","Leucania_farcta_fracta",1
"643","Leucania_farcta_roseola",6077
"644","Leucania_februalis",82
"645","Leucania_fortunata",2
"646","Leucania_humidicola",6
"647","Leucania_imperfecta",28
"648","Leucania_incognita",2016
"649","Leucania_inermis",523
"650","Leucania_infatuans",39
"651","Leucania_Janzen02",14
"652","Leucania_linda",1953
"653","Leucania_linearis",91
"654","Leucania_lobrega",24
"655","Leucania_multilinea",1666
"656","Leucania_obsoleta",59
"657","Leucania_oregona",7
"658","Leucania_phragmitidicola",8
"659","Leucania_pilipalpis",104
"660","Leucania_PK01",77
"661","Leucania_PK02",1
"662","Leucania_PK03",97
"663","Leucania_PK04",3
"664","Leucania_Poole04",4
"665","Leucania_Poole10",293
"666","Leucania_Poole11",10
"667","Leucania_Poole12",4
"668","Leucania_pseudargyria",17
"669","Leucania_roseilinea",7
"670","Leucania_solita",654
"671","Leucania_sp._ANIC3",4
"672","Leucania_stenographa",137
"673","Leucania_stolata",16
"674","Leucania_ursula",3
"675","Leucania_venalba",34
"676","Leucania_yu",4
"677","Leucania_zeae",95
"678","Leucania1_exarans",10
"679","Leucanopsis_turrialba",1
"680","Leucinodes_orbonalis",1
"681","Leucochlaena_oditis",14
"682","Leucochlaena_turatii",27
"683","Leumicamia_graminicolens",1
"684","Limnaecia",1
"685","Limnaecia_cirrhozona",1
"686","Lithosiopsis_sp._ADS5641",1
"687","Loepa_miranda",54
"688","Loepa_mirandula",2
"689","Loepa_sinjaevi",5
"690","Loepa_vanschaycki",1
"691","Lophocampa",7
"692","Lophocampa_BioLep04",1
"693","Lophocampa_Espinoza02",1
"694","Lophocampa_sp._19",1
"695","Lophocampa_sp._3",2
"696","Lophonycta_confusa",2
"697","Lophoptera",16
"698","Lophoptera_longipennis",10
"699","Lophoptera_parallelnotata",9
"700","Lophoptera_phaeobasis",2
"701","Lophoptera_tenuis",3
"702","Lophoptera_tripartita",2
"703","Lophoptera_vittigera",1
"704","Lulavia_multipunctata",2
"705","Luperina_testacea",149
"706","Lymantriinae",4
"707","Lythrodes_tripuncta",1
"708","Macaria_ostia",6
"709","Macdunnoughia_tetragona",9
"710","Macna_oppositalis",2
"711","Macrobathra_sarcoleuca",9
"712","Macrobathra_sp._ANIC14",2
"713","Macrobrochis_fukiensis",3
"714","Macroglossum_limatoides",3
"715","Maltagorea_rostaingi",3
"716","Marilopteryx_carancahua",551
"717","Marimatha_tripuncta",2
"718","Mastixis_Poole07",66
"719","Mecodina",1
"720","Mecodina_lanceola",5
"721","Meganola",3
"722","Meganola_dentata",2
"723","Melanchra_assimilis",7
"724","Melanchra_picta",174
"725","Melese",10
"726","Melese_barbuti",11
"727","Melese_castrena_sp._MMZ02",28
"728","Melese_Espinoza01",88
"729","Melese_flavimaculata",12
"730","Melese_flavimaculataBE01",11
"731","Melese_flavimaculataDHJ01",18
"732","Melese_flavimaculataDHJ02",57
"733","Melese_intensa",7
"734","Melese_monima",62
"735","Melese_nebulosa",14
"736","Melese_nr._laodamia_CTW2013",3
"737","Melese_ocellata",74
"738","Melese_russata",6
"739","Melese_sixola",1
"740","Mentaxya",3
"741","Mesapamea",1
"742","Mesapamea_secalella",4
"743","Mesapamea_secalis",12
"744","Mesoptila",1
"745","Mesothisa_sp._SH01",3
"746","Metalectra_Poole06",4
"747","Miantochora_sp._SH03",2
"748","Micrapatetis_sp._ANIC1",2
"749","Micrathetis_costiplaga",6
"750","Mimallonidae",4
"751","Mompha_eloisella",20
"752","Momphidae",1
"753","Monochroa",1838
"754","Monochroa_hornigi",2
"755","Monochroa_lucidella",14
"756","Moodna_pallidostrinella",4
"757","Mopothila_ardalus",23
"758","Morrisonia_evicta",5
"759","Morrisonia_latex",30
"760","Mosopia_pallidusalis",2
"761","Motya_mythias",8
"762","Mythimna",15
"763","Mythimna_albipuncta",3885
"764","Mythimna_andereggii",126
"765","Mythimna_atrinota",76
"766","Mythimna_bistrigata",7
"767","Mythimna_congrua",88
"768","Mythimna_consanguis",379
"769","Mythimna_convecta",122
"770","Mythimna_curvula",208
"771","Mythimna_decississima",21
"772","Mythimna_ferrago",218
"773","Mythimna_hamata",7
"774","Mythimna_l-album",13
"775","Mythimna_litoralis",254
"776","Mythimna_loreyi",226
"777","Mythimna_melianoides",94
"778","Mythimna_nigrilinea",7
"779","Mythimna_oxygala",208
"780","Mythimna_pallidicosta",7
"781","Mythimna_phaea",5
"782","Mythimna_PK02",1
"783","Mythimna_prominens",14
"784","Mythimna_pseudoloreyi",2
"785","Mythimna_pudorina",2718
"786","Mythimna_pyrausta",1
"787","Mythimna_semicana",1
"788","Mythimna_separata",471
"789","Mythimna_sp.",10
"790","Mythimna_turca",32
"791","Mythimna_umbrigera",3
"792","Mythimna_unipuncta",623
"793","Mythimna_vitellina",87
"794","Mythimna_yukonensis",6
"795","Nacoleia_commixta",1
"796","Nacoleia_obliqualis",7
"797","Naenia_typica",9
"798","Narinosus_searsi",7
"799","Neleucania_patricia",21
"800","Neleucania_praegracilis",921
"801","Nemoria_zygotaria",1
"802","Neoblastobasis_biceratala",5
"803","Neochera_inops",15
"804","Neochera_privata",3
"805","Neochera_privata_fennekenae",1
"806","Neochera_privata_privata",4
"807","Neodiphthera_foucheri",2
"808","Neodiphthera_intermedia",1
"809","Neogabara_plagiola",4
"810","Neoligia_subjuncta",22
"811","Niguza_oculita",2
"812","Niphonyx_segregata",7
"813","Nkandla_flavisecta",1
"814","noctBioLep01_BioLep2017",1
"815","noctBioLep01_BioLep620",16
"816","noctBioLep01_BioLep757",2
"817","noctBioLep01_BioLep831",4
"818","Noctua_atlantica",50
"819","Noctua_comes",249
"820","Noctua_fimbriata",1146
"821","Noctua_interjecta",249
"822","Noctua_interposita",233
"823","Noctua_janthe",8399
"824","Noctua_janthina",53
"825","Noctua_noacki_palmae",4
"826","Noctua_orbona",22
"827","Noctua_pronuba",6993
"828","Noctua_sp._1",2
"829","Noctuidae",238
"830","NoctuidaeGEN_sp._AAL8403",1
"831","Noctuinae",640
"832","Noctuini",2
"833","Nola_bifascialis",4
"834","Nola_cilicoides",15
"835","Nola_confusalis",11
"836","Nola_desmotes",4
"837","Nola_ovilla",8
"838","Nola_PK04",28
"839","Nola_sp._ANIC1",4
"840","Nola_sp._ANIC24",1
"841","Nola_sp._ANIC39",10
"842","Nola_sphaerospila",3
"843","Nomophila_noctuella",4
"844","Notocelia_trimaculana",12
"845","Notodontidae",10
"846","Ochrodota_pronapidesBE03",7
"847","Ochrogaster_lunifer",46
"848","Ochropleura_implecta",684
"849","Ochropleura_leucogaster",1
"850","Ochropleura_plecta",3848
"851","Odontelia",2
"852","Oedicentra_gerydaria",9
"853","Oglasa_costisignata",1
"854","Olethreutes_furfuranum",2
"855","Olethreutinae",6
"856","Olethreutini_incertae_sedis_sp._JB4",2
"857","Omphalucha_sp._SH01",2
"858","Operophtera_fagata",1
"859","Opharus_BioLep33new",22
"860","Ophyx_ochroptera",2
"861","Opigena_polygona",60
"862","Oraesia_aenofusa",988
"863","Orontobia_secreta",3
"864","Orthodes_BioLep523",4
"865","Orthodes_BioLep840",63
"866","Orthodes_lobata",7
"867","Orthonama_obstipata",1
"868","Orthosia",10
